
Type,Seq,Time,Elapsed,Duration,Request,Request Details,Raw Data,I/O,C:I:E,Device Object,Device Name,Driver Name,IRP,Status
URB,0598,16:41:11.968,5.100036 s,,Class Interface,Set Report (Output len:32),07 01 01 00 00 00 00 00...,out,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80099E0B40h,,07 01 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0599-0598,16:41:11.968,5.100259 s,223 us,Control Transfer,Set Report (Output len:32),,out,--:--:00,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80099E0B40h,Success (Success)
URB,0600-0597,16:41:11.968,5.100261 s,232 us,Control Transfer,Set Report (Output len:32),,out,--:--:00,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA80099E0B40h,Success (Success)
URB,0601,16:41:11.970,5.102035 s,,Class Interface,Set Report (Output len:32),03 01 10 00 00 00 00 00...,out,,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA80099E0B40h,,03 01 10 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0602,16:41:11.970,5.102039 s,,Class Interface,Set Report (Output len:32),03 01 10 00 00 00 00 00...,out,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80099E0B40h,,03 01 10 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0603-0602,16:41:11.970,5.102259 s,219 us,Control Transfer,Set Report (Output len:32),,out,--:--:00,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80099E0B40h,Success (Success)
URB,0604-0601,16:41:11.970,5.102261 s,227 us,Control Transfer,Set Report (Output len:32),,out,--:--:00,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA80099E0B40h,Success (Success)
URB,0605,16:41:11.972,5.104035 s,,Class Interface,Set Report (Output len:32),08 01 00 70 AD 00 00 00...,out,,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA800B955010h,,08 01 00 70 AD 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0606,16:41:11.972,5.104039 s,,Class Interface,Set Report (Output len:32),08 01 00 70 AD 00 00 00...,out,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800B955010h,,08 01 00 70 AD 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0607-0606,16:41:11.972,5.104258 s,219 us,Control Transfer,Set Report (Output len:32),,out,--:--:00,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800B955010h,Success (Success)
URB,0608-0605,16:41:11.972,5.104261 s,226 us,Control Transfer,Set Report (Output len:32),,out,--:--:00,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA800B955010h,Success (Success)
URB,0609,16:41:11.974,5.105999 s,,Class Interface,Set Report (Output len:32),33 00 31 00 00 00 00 32...,out,,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA800AB2E350h,,33 00 31 00 00 00 00 32 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0610,16:41:11.974,5.106003 s,,Class Interface,Set Report (Output len:32),33 00 31 00 00 00 00 32...,out,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800AB2E350h,,33 00 31 00 00 00 00 32 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0611-0610,16:41:11.974,5.106256 s,253 us,Control Transfer,Set Report (Output len:32),,out,--:--:00,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800AB2E350h,Success (Success)
URB,0612-0609,16:41:11.974,5.106258 s,259 us,Control Transfer,Set Report (Output len:32),,out,--:--:00,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA800AB2E350h,Success (Success)
URB,0613,16:41:11.976,5.107997 s,,Class Interface,Set Report (Output len:32),07 02 01 00 00 00 00 00...,out,,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA800AB29350h,,07 02 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0614,16:41:11.976,5.108001 s,,Class Interface,Set Report (Output len:32),07 02 01 00 00 00 00 00...,out,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800AB29350h,,07 02 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0615-0614,16:41:12.024,5.156402 s,48.401 ms,Control Transfer,Set Report (Output len:32),,out,--:--:00,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800AB29350h,Success (Success)
URB,0616-0613,16:41:12.024,5.156405 s,48.407 ms,Control Transfer,Set Report (Output len:32),,out,--:--:00,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA800AB29350h,Success (Success)
URB,0617,16:41:12.026,5.158047 s,,Class Interface,Set Report (Output len:32),03 02 20 00 00 00 00 00...,out,,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA80099ADB40h,,03 02 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0618,16:41:12.026,5.158051 s,,Class Interface,Set Report (Output len:32),03 02 20 00 00 00 00 00...,out,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80099ADB40h,,03 02 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0619-0618,16:41:12.026,5.158274 s,223 us,Control Transfer,Set Report (Output len:32),,out,--:--:00,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80099ADB40h,Success (Success)
URB,0620-0617,16:41:12.026,5.158276 s,229 us,Control Transfer,Set Report (Output len:32),,out,--:--:00,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA80099ADB40h,Success (Success)
URB,0621,16:41:12.234,5.366183 s,,Class Interface,Set Report (Output len:32),09 00 00 00 00 00 00 00...,out,,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA800A054290h,,09 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0622,16:41:12.234,5.366191 s,,Class Interface,Set Report (Output len:32),09 00 00 00 00 00 00 00...,out,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800A054290h,,09 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0623-0622,16:41:12.234,5.366523 s,332 us,Control Transfer,Set Report (Output len:32),,out,--:--:00,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800A054290h,Success (Success)
URB,0624-0621,16:41:12.234,5.366525 s,342 us,Control Transfer,Set Report (Output len:32),,out,--:--:00,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA800A054290h,Success (Success)
Close,0625,16:41:12.284,5.416071 s,,Close,,,,,FFFFFA800AB28100h,00000087,HidUsb,FFFFFA80099F7A20h,
Close,0626-0625,16:41:12.284,5.416077 s,6 us,Close,,,,,FFFFFA800AB28100h,00000087,HidUsb,FFFFFA80099F7A20h,Success
Create,0627,16:41:12.284,5.416159 s,,Create,csrss.exe,,,,FFFFFA800AB28100h,00000087,HidUsb,FFFFFA8009965670h,
Create,0628-0627,16:41:12.284,5.416164 s,5 us,Create,csrss.exe,,,,FFFFFA800AB28100h,00000087,HidUsb,FFFFFA8009965670h,Success
PnP,0629,16:41:12.284,5.416204 s,,Query Interface,HID Parse,,,,FFFFFA800AB28100h,00000087,HidUsb,FFFFFA800AB05240h,
PnP,0630-0629,16:41:12.284,5.416206 s,2 us,Query Interface,HID Parse,,,,FFFFFA800AB28100h,00000087,HidUsb,FFFFFA800AB05240h,Success
Close,0631,16:41:12.784,5.916043 s,,Close,,,,,FFFFFA800AB28100h,00000087,HidUsb,FFFFFA800AB9BA20h,
Close,0632-0631,16:41:12.784,5.916050 s,7 us,Close,,,,,FFFFFA800AB28100h,00000087,HidUsb,FFFFFA800AB9BA20h,Success
Create,0633,16:41:12.784,5.916320 s,,Create,csrss.exe,,,,FFFFFA800AB28100h,00000087,HidUsb,FFFFFA8009965670h,
Create,0634-0633,16:41:12.784,5.916331 s,11 us,Create,csrss.exe,,,,FFFFFA800AB28100h,00000087,HidUsb,FFFFFA8009965670h,Success
PnP,0635,16:41:12.784,5.916497 s,,Query Device Relations,Target Device Relation,,,,FFFFFA800AB28100h,00000087,HidUsb,FFFFFA8009965670h,
PnP,0636-0635,16:41:12.784,5.916501 s,4 us,Query Device Relations,Target Device Relation,,,,FFFFFA800AB28100h,00000087,HidUsb,FFFFFA8009965670h,Success
PnP,0637,16:41:12.784,5.916541 s,,Query Device Relations,Target Device Relation,,,,FFFFFA800AB28100h,00000087,HidUsb,FFFFFA80099ABA20h,
PnP,0638-0637,16:41:12.784,5.916542 s,2 us,Query Device Relations,Target Device Relation,,,,FFFFFA800AB28100h,00000087,HidUsb,FFFFFA80099ABA20h,Success
Create,0639,16:41:12.790,5.922962 s,,Create,svchost.exe,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA800B955010h,
Create,0640-0639,16:41:12.790,5.922977 s,15 us,Create,svchost.exe,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA800B955010h,Success
Cleanup,0641,16:41:12.791,5.923025 s,,Cleanup,svchost.exe,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA800A054290h,
Cleanup,0642-0641,16:41:12.791,5.923030 s,5 us,Cleanup,svchost.exe,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA800A054290h,Invalid Device Request
Close,0643,16:41:12.791,5.923033 s,,Close,,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA800AB33350h,
Close,0644-0643,16:41:12.791,5.923037 s,4 us,Close,,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA800AB33350h,Success
