
Type,Seq,Time,Elapsed,Duration,Request,Request Details,Raw Data,I/O,C:I:E,Device Object,Device Name,Driver Name,IRP,Status
PnP,0305,16:41:11.673,4.805360 s,,Query Pnp Device State,,,,,FFFFFA80097F9060h,_HID00000009,HidUsb,FFFFFA800AB071C0h,
PnP,0306,16:41:11.673,4.805363 s,,Query Pnp Device State,,,,,FFFFFA800ABA5A00h,00000084,usbccgp,FFFFFA800AB071C0h,
PnP,0307-0306,16:41:11.673,4.805365 s,2 us,Query Pnp Device State,,,,,FFFFFA800ABA5A00h,00000084,usbccgp,FFFFFA800AB071C0h,Success
PnP,0308-0305,16:41:11.673,4.805366 s,6 us,Query Pnp Device State,,,,,FFFFFA80097F9060h,_HID00000009,HidUsb,FFFFFA800AB071C0h,Success
PnP,0309,16:41:11.673,4.805375 s,,Query Device Relations,Bus Relations,,,,FFFFFA80097F9060h,_HID00000009,HidUsb,FFFFFA800A054010h,
PnP,0310,16:41:11.673,4.805406 s,,Query Device Relations,Bus Relations,,,,FFFFFA800ABA5A00h,00000084,usbccgp,FFFFFA800A054010h,
PnP,0311-0310,16:41:11.673,4.805408 s,2 us,Query Device Relations,Bus Relations,,,,FFFFFA800ABA5A00h,00000084,usbccgp,FFFFFA800A054010h,Success
PnP,0312-0309,16:41:11.673,4.805413 s,38 us,Query Device Relations,Bus Relations,,,,FFFFFA80097F9060h,_HID00000009,HidUsb,FFFFFA800A054010h,Success
PnP,0313,16:41:11.673,4.805436 s,,Query ID,Device ID,,,,FFFFFA800ABA5A00h,00000084,usbccgp,FFFFFA800B5E5B40h,
PnP,0314,16:41:11.673,4.805438 s,,Query ID,Device ID,,,,FFFFFA800AB6BA00h,00000080,usbccgp,FFFFFA800B5E5B40h,
PnP,0315,16:41:11.673,4.805441 s,,Query ID,Device ID,,,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800B5E5B40h,
PnP,0316-0315,16:41:11.673,4.805444 s,3 us,Query ID,Device ID,,,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800B5E5B40h,Success
PnP,0317-0314,16:41:11.673,4.805447 s,9 us,Query ID,Device ID,,,,FFFFFA800AB6BA00h,00000080,usbccgp,FFFFFA800B5E5B40h,Success
PnP,0318-0313,16:41:11.673,4.805451 s,16 us,Query ID,Device ID,,,,FFFFFA800ABA5A00h,00000084,usbccgp,FFFFFA800B5E5B40h,Success
PnP,0319,16:41:11.673,4.805523 s,,Query ID,Hardware IDs,,,,FFFFFA800ABA5A00h,00000084,usbccgp,FFFFFA8009A18B40h,
PnP,0320,16:41:11.673,4.805525 s,,Query ID,Hardware IDs,,,,FFFFFA800AB6BA00h,00000080,usbccgp,FFFFFA8009A18B40h,
PnP,0321,16:41:11.673,4.805527 s,,Query ID,Hardware IDs,,,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA8009A18B40h,
PnP,0322-0321,16:41:11.673,4.805530 s,3 us,Query ID,Hardware IDs,,,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA8009A18B40h,Success
PnP,0323-0320,16:41:11.673,4.805531 s,6 us,Query ID,Hardware IDs,,,,FFFFFA800AB6BA00h,00000080,usbccgp,FFFFFA8009A18B40h,Success
PnP,0324-0319,16:41:11.673,4.805535 s,12 us,Query ID,Hardware IDs,,,,FFFFFA800ABA5A00h,00000084,usbccgp,FFFFFA8009A18B40h,Success
PnP,0325,16:41:11.673,4.805754 s,,Query ID,Device ID,,,,FFFFFA800ABA5A00h,00000084,usbccgp,FFFFFA800AB29350h,
PnP,0326,16:41:11.673,4.805756 s,,Query ID,Device ID,,,,FFFFFA800AB6BA00h,00000080,usbccgp,FFFFFA800AB29350h,
PnP,0327,16:41:11.673,4.805758 s,,Query ID,Device ID,,,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800AB29350h,
PnP,0328-0327,16:41:11.673,4.805760 s,2 us,Query ID,Device ID,,,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800AB29350h,Success
PnP,0329-0326,16:41:11.673,4.805762 s,6 us,Query ID,Device ID,,,,FFFFFA800AB6BA00h,00000080,usbccgp,FFFFFA800AB29350h,Success
PnP,0330-0325,16:41:11.673,4.805766 s,12 us,Query ID,Device ID,,,,FFFFFA800ABA5A00h,00000084,usbccgp,FFFFFA800AB29350h,Success
PnP,0331,16:41:11.673,4.805783 s,,Query ID,Device ID,,,,FFFFFA800ABA5A00h,00000084,usbccgp,FFFFFA800B955010h,
PnP,0332,16:41:11.673,4.805785 s,,Query ID,Device ID,,,,FFFFFA800AB6BA00h,00000080,usbccgp,FFFFFA800B955010h,
PnP,0333,16:41:11.673,4.805786 s,,Query ID,Device ID,,,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800B955010h,
PnP,0334-0333,16:41:11.673,4.805788 s,2 us,Query ID,Device ID,,,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800B955010h,Success
PnP,0335-0332,16:41:11.673,4.805790 s,5 us,Query ID,Device ID,,,,FFFFFA800AB6BA00h,00000080,usbccgp,FFFFFA800B955010h,Success
PnP,0336-0331,16:41:11.673,4.805792 s,10 us,Query ID,Device ID,,,,FFFFFA800ABA5A00h,00000084,usbccgp,FFFFFA800B955010h,Success
PnP,0337,16:41:11.674,4.805966 s,,Start Device,,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA8009A18010h,
URB,0338,16:41:11.674,4.805985 s,,Bulk or Interrupt Transfer,32 bytes buffer,,in,01:00:81,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA80097FBBD0h,
URB,0339,16:41:11.674,4.805990 s,,Bulk or Interrupt Transfer,32 bytes buffer,,in,01:00:81,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80097FBBD0h,
URB,0340,16:41:11.674,4.806030 s,,Bulk or Interrupt Transfer,32 bytes buffer,,in,01:00:81,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA80097F8670h,
URB,0341,16:41:11.674,4.806033 s,,Bulk or Interrupt Transfer,32 bytes buffer,,in,01:00:81,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80097F8670h,
PnP,0342-0337,16:41:11.674,4.806186 s,219 us,Start Device,,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA8009A18010h,Success
PnP,0343,16:41:11.674,4.806262 s,,Query Capabilities,,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA8009A1B670h,
PnP,0344-0343,16:41:11.674,4.806265 s,3 us,Query Capabilities,,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA8009A1B670h,Success
PnP,0345,16:41:11.674,4.806276 s,,Query Pnp Device State,,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA800AB07180h,
PnP,0346-0345,16:41:11.674,4.806278 s,2 us,Query Pnp Device State,,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA800AB07180h,Success
PnP,0347,16:41:11.674,4.806284 s,,Query Device Relations,Bus Relations,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA800AD48010h,
PnP,0348-0347,16:41:11.674,4.806286 s,2 us,Query Device Relations,Bus Relations,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA800AD48010h,Not Supported
PnP,0349,16:41:11.674,4.806326 s,,Start Device,,,,,FFFFFA800AB83B30h,00000086,HidUsb,FFFFFA8009A1CA20h,
URB,0350,16:41:11.674,4.806344 s,,Bulk or Interrupt Transfer,8 bytes buffer,,in,01:01:82,FFFFFA800AB74A00h,00000082,usbccgp,FFFFFA800AB7FBD0h,
URB,0351,16:41:11.674,4.806348 s,,Bulk or Interrupt Transfer,8 bytes buffer,,in,01:01:82,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800AB7FBD0h,
URB,0352,16:41:11.674,4.806378 s,,Bulk or Interrupt Transfer,8 bytes buffer,,in,01:01:82,FFFFFA800AB74A00h,00000082,usbccgp,FFFFFA800AF02800h,
URB,0353,16:41:11.674,4.806381 s,,Bulk or Interrupt Transfer,8 bytes buffer,,in,01:01:82,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800AF02800h,
PnP,0354-0349,16:41:11.674,4.806503 s,177 us,Start Device,,,,,FFFFFA800AB83B30h,00000086,HidUsb,FFFFFA8009A1CA20h,Success
PnP,0355,16:41:11.674,4.806513 s,,Query Interface,,,,,FFFFFA800AB83B30h,00000086,HidUsb,FFFFFA80097F4010h,
PnP,0356-0355,16:41:11.674,4.806515 s,2 us,Query Interface,,,,,FFFFFA800AB83B30h,00000086,HidUsb,FFFFFA80097F4010h,Not Supported
PnP,0357,16:41:11.674,4.806604 s,,Query Interface,,,,,FFFFFA800AB83B30h,00000086,HidUsb,FFFFFA8009A12AB0h,
PnP,0358-0357,16:41:11.674,4.806606 s,2 us,Query Interface,,,,,FFFFFA800AB83B30h,00000086,HidUsb,FFFFFA8009A12AB0h,Not Supported
PnP,0359,16:41:11.674,4.806633 s,,Query Capabilities,,,,,FFFFFA800AB83B30h,00000086,HidUsb,FFFFFA8009A1CA20h,
PnP,0360-0359,16:41:11.674,4.806637 s,5 us,Query Capabilities,,,,,FFFFFA800AB83B30h,00000086,HidUsb,FFFFFA8009A1CA20h,Success
PnP,0361,16:41:11.674,4.806667 s,,Start Device,,,,,FFFFFA800AB28100h,00000087,HidUsb,FFFFFA8009A15010h,
URB,0362,16:41:11.674,4.806687 s,,Bulk or Interrupt Transfer,8 bytes buffer,,in,01:02:83,FFFFFA800AB75A00h,00000083,usbccgp,FFFFFA800AB013E0h,
URB,0363,16:41:11.674,4.806690 s,,Bulk or Interrupt Transfer,8 bytes buffer,,in,01:02:83,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800AB013E0h,
URB,0364,16:41:11.674,4.806723 s,,Bulk or Interrupt Transfer,8 bytes buffer,,in,01:02:83,FFFFFA800AB75A00h,00000083,usbccgp,FFFFFA800AB023E0h,
URB,0365,16:41:11.674,4.806726 s,,Bulk or Interrupt Transfer,8 bytes buffer,,in,01:02:83,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800AB023E0h,
PnP,0366-0361,16:41:11.674,4.806852 s,184 us,Start Device,,,,,FFFFFA800AB28100h,00000087,HidUsb,FFFFFA8009A15010h,Success
PnP,0367,16:41:11.674,4.806861 s,,Query Interface,,,,,FFFFFA800AB28100h,00000087,HidUsb,FFFFFA8009A11360h,
PnP,0368-0367,16:41:11.674,4.806863 s,2 us,Query Interface,,,,,FFFFFA800AB28100h,00000087,HidUsb,FFFFFA8009A11360h,Not Supported
PnP,0369,16:41:11.674,4.806958 s,,Query Interface,,,,,FFFFFA800AB28100h,00000087,HidUsb,FFFFFA8009A14AB0h,
PnP,0370-0369,16:41:11.674,4.806960 s,2 us,Query Interface,,,,,FFFFFA800AB28100h,00000087,HidUsb,FFFFFA8009A14AB0h,Not Supported
PnP,0371,16:41:11.675,4.806984 s,,Query Capabilities,,,,,FFFFFA800AB28100h,00000087,HidUsb,FFFFFA8009A15010h,
PnP,0372-0371,16:41:11.675,4.806988 s,3 us,Query Capabilities,,,,,FFFFFA800AB28100h,00000087,HidUsb,FFFFFA8009A15010h,Success
PnP,0373,16:41:11.675,4.807015 s,,Start Device,,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA800996A010h,
Power,0374,16:41:11.675,4.807068 s,,Wait Wake,S4 (Hibernate),,,,FFFFFA800AB83B30h,00000086,HidUsb,FFFFFA800996A9D0h,
Power,0375,16:41:11.675,4.807075 s,,Wait Wake,S4 (Hibernate),,,,FFFFFA800AB86B30h,_HID00000007,HidUsb,FFFFFA800996A500h,
Power,0376,16:41:11.675,4.807079 s,,Wait Wake,S4 (Hibernate),,,,FFFFFA800AB74A00h,00000082,usbccgp,FFFFFA800996A500h,
Power,0377,16:41:11.675,4.807086 s,,Wait Wake,S4 (Hibernate),,,,FFFFFA800AB6BA00h,00000080,usbccgp,FFFFFA80099AB010h,
Power,0378,16:41:11.675,4.807089 s,,Wait Wake,S4 (Hibernate),,,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80099AB010h,
URB,0379,16:41:11.675,4.807120 s,,Bulk or Interrupt Transfer,4 bytes buffer,,in,01:03:84,FFFFFA800ABA5A00h,00000084,usbccgp,FFFFFA800B930BD0h,
URB,0380,16:41:11.675,4.807125 s,,Bulk or Interrupt Transfer,4 bytes buffer,,in,01:03:84,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800B930BD0h,
URB,0381,16:41:11.675,4.807167 s,,Bulk or Interrupt Transfer,4 bytes buffer,,in,01:03:84,FFFFFA800ABA5A00h,00000084,usbccgp,FFFFFA800A264010h,
URB,0382,16:41:11.675,4.807170 s,,Bulk or Interrupt Transfer,4 bytes buffer,,in,01:03:84,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800A264010h,
PnP,0383-0373,16:41:11.675,4.807394 s,378 us,Start Device,,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA800996A010h,Success
PnP,0384,16:41:11.675,4.807477 s,,Query Capabilities,,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA80099AC4F0h,
PnP,0385-0384,16:41:11.675,4.807480 s,3 us,Query Capabilities,,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA80099AC4F0h,Success
PnP,0386,16:41:11.675,4.807494 s,,Query Pnp Device State,,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA80099AD010h,
PnP,0387-0386,16:41:11.675,4.807496 s,2 us,Query Pnp Device State,,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA80099AD010h,Success
PnP,0388,16:41:11.675,4.807503 s,,Query Device Relations,Bus Relations,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA80099AD9B0h,
PnP,0389-0388,16:41:11.675,4.807505 s,2 us,Query Device Relations,Bus Relations,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA80099AD9B0h,Not Supported
Power,0390,16:41:11.675,4.807524 s,,Wait Wake,S4 (Hibernate),,,,FFFFFA800AB28100h,00000087,HidUsb,FFFFFA80099AE010h,
Power,0391,16:41:11.675,4.807529 s,,Wait Wake,S4 (Hibernate),,,,FFFFFA800B945B30h,_HID00000008,HidUsb,FFFFFA80099AEB40h,
Power,0392,16:41:11.675,4.807536 s,,Wait Wake,S4 (Hibernate),,,,FFFFFA800AB75A00h,00000083,usbccgp,FFFFFA80099AEB40h,
PnP,0393,16:41:11.675,4.807669 s,,Query Capabilities,,,,,FFFFFA800AB83B30h,00000086,HidUsb,FFFFFA80099B3010h,
PnP,0394-0393,16:41:11.675,4.807672 s,3 us,Query Capabilities,,,,,FFFFFA800AB83B30h,00000086,HidUsb,FFFFFA80099B3010h,Success
PnP,0395,16:41:11.675,4.807689 s,,Query Pnp Device State,,,,,FFFFFA800AB83B30h,00000086,HidUsb,FFFFFA8009A1B010h,
PnP,0396-0395,16:41:11.675,4.807690 s,2 us,Query Pnp Device State,,,,,FFFFFA800AB83B30h,00000086,HidUsb,FFFFFA8009A1B010h,Success
PnP,0397,16:41:11.675,4.807704 s,,Query Device Relations,Bus Relations,,,,FFFFFA800AB83B30h,00000086,HidUsb,FFFFFA8009929A20h,
PnP,0398-0397,16:41:11.675,4.807705 s,2 us,Query Device Relations,Bus Relations,,,,FFFFFA800AB83B30h,00000086,HidUsb,FFFFFA8009929A20h,Not Supported
PnP,0399,16:41:11.675,4.807827 s,,Query Capabilities,,,,,FFFFFA800AB28100h,00000087,HidUsb,FFFFFA80099B91C0h,
PnP,0400-0399,16:41:11.675,4.807829 s,2 us,Query Capabilities,,,,,FFFFFA800AB28100h,00000087,HidUsb,FFFFFA80099B91C0h,Success
PnP,0401,16:41:11.675,4.807842 s,,Query Pnp Device State,,,,,FFFFFA800AB28100h,00000087,HidUsb,FFFFFA8009A1CA20h,
PnP,0402-0401,16:41:11.675,4.807843 s,2 us,Query Pnp Device State,,,,,FFFFFA800AB28100h,00000087,HidUsb,FFFFFA8009A1CA20h,Success
PnP,0403,16:41:11.675,4.807854 s,,Query Device Relations,Bus Relations,,,,FFFFFA800AB28100h,00000087,HidUsb,FFFFFA8009929010h,
PnP,0404-0403,16:41:11.675,4.807856 s,2 us,Query Device Relations,Bus Relations,,,,FFFFFA800AB28100h,00000087,HidUsb,FFFFFA8009929010h,Not Supported
PnP,0405,16:41:11.675,4.807879 s,,Query Device Relations,Bus Relations,,,,FFFFFA800AB6BA00h,00000080,usbccgp,FFFFFA800AB02850h,
PnP,0406,16:41:11.675,4.807883 s,,Query Device Relations,Bus Relations,,,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800AB02850h,
PnP,0407-0406,16:41:11.675,4.807885 s,2 us,Query Device Relations,Bus Relations,,,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800AB02850h,Success
PnP,0408-0405,16:41:11.675,4.807889 s,9 us,Query Device Relations,Bus Relations,,,,FFFFFA800AB6BA00h,00000080,usbccgp,FFFFFA800AB02850h,Success
PnP,0409,16:41:11.675,4.807897 s,,Query Device Relations,Bus Relations,,,,FFFFFA800ABBDB30h,_HID00000006,HidUsb,FFFFFA800AD455D0h,
PnP,0410,16:41:11.675,4.807901 s,,Query Device Relations,Bus Relations,,,,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA800AD455D0h,
PnP,0411-0410,16:41:11.675,4.807903 s,2 us,Query Device Relations,Bus Relations,,,,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA800AD455D0h,Success
PnP,0412-0409,16:41:11.675,4.807905 s,8 us,Query Device Relations,Bus Relations,,,,FFFFFA800ABBDB30h,_HID00000006,HidUsb,FFFFFA800AD455D0h,Success
PnP,0413,16:41:11.675,4.807913 s,,Query Device Relations,Bus Relations,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA80097F4010h,
PnP,0414-0413,16:41:11.675,4.807914 s,2 us,Query Device Relations,Bus Relations,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA80097F4010h,Not Supported
PnP,0415,16:41:11.675,4.807919 s,,Query Device Relations,Bus Relations,,,,FFFFFA800AB86B30h,_HID00000007,HidUsb,FFFFFA80099AC530h,
PnP,0416,16:41:11.675,4.807921 s,,Query Device Relations,Bus Relations,,,,FFFFFA800AB74A00h,00000082,usbccgp,FFFFFA80099AC530h,
PnP,0417-0416,16:41:11.675,4.807923 s,2 us,Query Device Relations,Bus Relations,,,,FFFFFA800AB74A00h,00000082,usbccgp,FFFFFA80099AC530h,Success
PnP,0418-0415,16:41:11.675,4.807925 s,6 us,Query Device Relations,Bus Relations,,,,FFFFFA800AB86B30h,_HID00000007,HidUsb,FFFFFA80099AC530h,Success
PnP,0419,16:41:11.675,4.807936 s,,Query Device Relations,Bus Relations,,,,FFFFFA800AB83B30h,00000086,HidUsb,FFFFFA8009A1C010h,
PnP,0420-0419,16:41:11.675,4.807937 s,2 us,Query Device Relations,Bus Relations,,,,FFFFFA800AB83B30h,00000086,HidUsb,FFFFFA8009A1C010h,Not Supported
PnP,0421,16:41:11.675,4.807944 s,,Query Device Relations,Bus Relations,,,,FFFFFA800B945B30h,_HID00000008,HidUsb,FFFFFA800996A010h,
PnP,0422,16:41:11.675,4.807946 s,,Query Device Relations,Bus Relations,,,,FFFFFA800AB75A00h,00000083,usbccgp,FFFFFA800996A010h,
PnP,0423-0422,16:41:11.675,4.807947 s,1 us,Query Device Relations,Bus Relations,,,,FFFFFA800AB75A00h,00000083,usbccgp,FFFFFA800996A010h,Success
PnP,0424-0421,16:41:11.675,4.807950 s,6 us,Query Device Relations,Bus Relations,,,,FFFFFA800B945B30h,_HID00000008,HidUsb,FFFFFA800996A010h,Success
PnP,0425,16:41:11.675,4.807960 s,,Query Device Relations,Bus Relations,,,,FFFFFA800AB28100h,00000087,HidUsb,FFFFFA80099AD010h,
PnP,0426-0425,16:41:11.675,4.807962 s,1 us,Query Device Relations,Bus Relations,,,,FFFFFA800AB28100h,00000087,HidUsb,FFFFFA80099AD010h,Not Supported
PnP,0427,16:41:11.676,4.807968 s,,Query Device Relations,Bus Relations,,,,FFFFFA80097F9060h,_HID00000009,HidUsb,FFFFFA8009A12010h,
PnP,0428,16:41:11.676,4.807970 s,,Query Device Relations,Bus Relations,,,,FFFFFA800ABA5A00h,00000084,usbccgp,FFFFFA8009A12010h,
PnP,0429-0428,16:41:11.676,4.807972 s,2 us,Query Device Relations,Bus Relations,,,,FFFFFA800ABA5A00h,00000084,usbccgp,FFFFFA8009A12010h,Success
PnP,0430-0427,16:41:11.676,4.807974 s,6 us,Query Device Relations,Bus Relations,,,,FFFFFA80097F9060h,_HID00000009,HidUsb,FFFFFA8009A12010h,Success
PnP,0431,16:41:11.676,4.807981 s,,Query Device Relations,Bus Relations,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA8009A14B40h,
PnP,0432-0431,16:41:11.676,4.807982 s,1 us,Query Device Relations,Bus Relations,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA8009A14B40h,Not Supported
Create,0433,16:41:11.679,4.811321 s,,Create,System,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA800AD48010h,
Create,0434-0433,16:41:11.679,4.811329 s,8 us,Create,System,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA800AD48010h,Success
Cleanup,0435,16:41:11.679,4.811335 s,,Cleanup,System,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA80099B37A0h,
Cleanup,0436-0435,16:41:11.679,4.811337 s,2 us,Cleanup,System,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA80099B37A0h,Invalid Device Request
PnP,0437,16:41:11.679,4.811344 s,,Query Device Relations,Target Device Relation,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA8009929B40h,
PnP,0438-0437,16:41:11.679,4.811346 s,2 us,Query Device Relations,Target Device Relation,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA8009929B40h,Success
Close,0439,16:41:11.679,4.811354 s,,Close,,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA8009A1CB40h,
Close,0440-0439,16:41:11.679,4.811357 s,3 us,Close,,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA8009A1CB40h,Success
Create,0441,16:41:11.681,4.813804 s,,Create,csrss.exe,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA8009A1C010h,
Create,0442-0441,16:41:11.681,4.813811 s,6 us,Create,csrss.exe,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA8009A1C010h,Success
PnP,0443,16:41:11.681,4.813821 s,,Query Interface,HID Parse,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA80099B4670h,
PnP,0444-0443,16:41:11.681,4.813823 s,1 us,Query Interface,HID Parse,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA80099B4670h,Success
Cleanup,0445,16:41:11.681,4.813828 s,,Cleanup,System,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA80099B7010h,
Cleanup,0446-0445,16:41:11.681,4.813830 s,1 us,Cleanup,System,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA80099B7010h,Invalid Device Request
Close,0447,16:41:11.681,4.813832 s,,Close,,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA80099B7B40h,
Close,0448-0447,16:41:11.681,4.813833 s,2 us,Close,,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA80099B7B40h,Success
Create,0449,16:41:11.681,4.813849 s,,Create,csrss.exe,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA800AD45590h,
Create,0450-0449,16:41:11.681,4.813854 s,5 us,Create,csrss.exe,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA800AD45590h,Success
PnP,0451,16:41:11.681,4.813858 s,,Query Device Relations,Target Device Relation,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA800996A010h,
PnP,0452-0451,16:41:11.681,4.813859 s,1 us,Query Device Relations,Target Device Relation,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA800996A010h,Success
Create,0453,16:41:11.682,4.814651 s,,Create,SteelSeriesEngine3.exe,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA80099B4010h,
Create,0454-0453,16:41:11.682,4.814679 s,29 us,Create,SteelSeriesEngine3.exe,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA80099B4010h,Success
URB,0455,16:41:11.682,4.814750 s,,Get Descriptor from Device,Str ind:2,,in,,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA8009A1B010h,
URB,0456,16:41:11.682,4.814780 s,,Get Descriptor from Device,Str ind:2,,in,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA8009A1B010h,
URB,0457-0456,16:41:11.683,4.815134 s,354 us,Control Transfer,Get Descriptor (Str ind:2),26 03 52 00 69 00 76 00...,in,--:--:00,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA8009A1B010h,Success (Success),26 03 52 00 69 00 76 00 61 00 6C 00 20 00 47 00 61 00 6D 00 69 00 6E 00 67 00 20 00 4D 00 6F 00 75 00 73 00 65 00
URB,0458-0455,16:41:11.683,4.815137 s,387 us,Control Transfer,Get Descriptor (Str ind:2),26 03 52 00 69 00 76 00...,in,--:--:00,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA8009A1B010h,Success (Success),26 03 52 00 69 00 76 00 61 00 6C 00 20 00 47 00 61 00 6D 00 69 00 6E 00 67 00 20 00 4D 00 6F 00 75 00 73 00 65 00
Cleanup,0459,16:41:11.683,4.815246 s,,Cleanup,SteelSeriesEngine3.exe,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA80099B4B40h,
Cleanup,0460-0459,16:41:11.683,4.815248 s,3 us,Cleanup,SteelSeriesEngine3.exe,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA80099B4B40h,Invalid Device Request
Close,0461,16:41:11.683,4.815250 s,,Close,,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA80099B3010h,
Close,0462-0461,16:41:11.683,4.815252 s,2 us,Close,,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA80099B3010h,Success
Create,0463,16:41:11.684,4.816017 s,,Create,svchost.exe,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA80099B5930h,
Create,0464-0463,16:41:11.684,4.816023 s,6 us,Create,svchost.exe,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA80099B5930h,Success
Cleanup,0465,16:41:11.684,4.816040 s,,Cleanup,svchost.exe,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA80099B6670h,
Cleanup,0466-0465,16:41:11.684,4.816043 s,3 us,Cleanup,svchost.exe,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA80099B6670h,Invalid Device Request
Close,0467,16:41:11.684,4.816045 s,,Close,,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA80099DCB40h,
Close,0468-0467,16:41:11.684,4.816046 s,2 us,Close,,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA80099DCB40h,Success
Create,0469,16:41:11.684,4.816526 s,,Create,svchost.exe,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA80099DD550h,
Create,0470-0469,16:41:11.684,4.816532 s,6 us,Create,svchost.exe,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA80099DD550h,Success
